player_id,position,g,primary_key,stamina,fst,snk,cutt,crv,sld,chg,splt,frk,circhg,scr,kncrv,knbl,Cfram,Cabil,Carm,OFrange,OFarm,OFerror,IFrange,IFerror,IFarm,turnDP,season_year
71403,8,46,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,79,72,62,51,32,48,4,2101
71433,4,24,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,20,16,51,62,48,31,54,2101
71447,6,43,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,61,66,47,75,79,73,64,2101
71456,2,30,C,1,0,0,0,0,0,0,0,0,0,0,0,0,68,65,54,18,34,25,26,35,29,6,2101
71463,4,32,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,75,51,54,95,70,66,69,2101
71495,4,117,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,54,48,31,73,52,68,67,2101
71571,7,24,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,65,59,49,13,13,34,3,2101
71588,4,148,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,29,22,58,66,77,43,45,2101
71600,7,24,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,68,73,29,53,40,16,19,2101
71602,4,134,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,53,63,58,78,55,65,57,2101
71629,2,56,C,1,0,0,0,0,0,0,0,0,0,0,0,0,82,82,78,1,61,15,22,15,64,27,2101
71654,6,143,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,60,66,53,81,74,81,86,2101
71682,6,130,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,67,59,85,94,80,86,2101
71790,4,41,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,45,50,38,70,49,50,51,2101
71956,6,22,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,63,66,59,84,81,64,87,2101
72077,2,53,C,1,0,0,0,0,0,0,0,0,0,0,0,0,59,73,39,27,30,16,29,22,26,5,2101
72394,4,102,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,25,79,51,59,76,71,46,2101
72409,9,133,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,62,63,40,30,23,44,3,2101
72425,2,133,C,1,0,0,0,0,0,0,0,0,0,0,0,0,82,82,60,39,33,50,17,27,34,8,2101
72438,5,145,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,29,57,52,49,71,76,31,2101
72442,9,59,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,59,62,31,15,9,29,3,2101
72447,7,153,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,65,53,55,51,32,35,36,2101
72459,2,51,C,1,0,0,0,0,0,0,0,0,0,0,0,0,65,68,60,19,54,28,18,33,48,2,2101
72513,4,68,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,30,29,38,68,69,51,75,2101
72522,9,99,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,62,69,62,39,22,31,3,2101
72551,9,41,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,70,50,53,41,29,25,3,2101
72651,2,124,C,1,0,0,0,0,0,0,0,0,0,0,0,0,57,59,59,18,35,3,29,49,38,6,2101
72667,2,99,C,1,0,0,0,0,0,0,0,0,0,0,0,0,71,71,79,20,56,2,14,9,53,4,2101
73592,4,39,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,44,23,34,70,58,51,64,2101
73667,5,50,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,56,77,53,74,62,78,63,2101
73706,8,68,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,80,54,65,53,31,22,34,2101
73709,8,148,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,61,76,34,55,38,53,3,2101
73771,7,30,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,37,26,49,12,9,1,4,2101
73792,7,99,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,70,51,71,25,20,15,13,2101
73866,4,44,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,42,53,36,78,89,66,64,2101
73883,9,52,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,62,89,61,17,10,65,3,2101
74012,6,23,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,10,44,31,76,70,78,51,2101
74056,5,132,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,38,58,34,69,62,77,55,2101
74084,5,56,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,37,50,38,52,59,78,35,2101
74110,9,24,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,12,7,14,60,53,38,26,13,57,17,2101
74274,7,105,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,60,45,48,37,30,32,28,2101
74302,7,137,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,77,39,55,59,48,18,42,2101
74429,8,28,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,58,32,39,30,31,9,10,2101
74595,8,109,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,70,63,56,51,38,32,3,2101
74663,4,64,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,61,67,43,64,57,70,46,2101
75544,9,154,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,13,6,6,67,73,65,39,34,50,29,2101
76146,9,143,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,57,63,67,27,22,55,21,2101
76846,7,153,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,64,42,45,49,41,15,38,2101
77492,8,155,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,75,37,59,17,17,18,3,2101
77524,7,138,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,67,42,52,40,38,43,3,2101
78273,4,28,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,42,53,42,63,42,65,42,2101
79020,9,40,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,16,9,12,79,49,70,27,25,26,19,2101
79556,8,27,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,83,75,65,73,65,54,61,2101
79559,7,104,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,77,34,52,28,26,21,17,2101
79684,4,32,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,42,40,51,61,50,41,75,2101
79704,8,155,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,82,71,48,36,33,37,25,2101
51,6,60,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,66,53,55,86,78,79,66,2102
81,2,94,C,1,0,0,0,0,0,0,0,0,0,0,0,0,77,78,83,9,51,6,14,15,52,6,2102
361,2,57,C,1,0,0,0,0,0,0,0,0,0,0,0,0,69,67,48,22,22,5,18,36,24,4,2102
587,8,27,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,47,65,53,20,20,40,4,2102
834,5,90,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,67,52,39,78,56,70,62,2102
1078,8,51,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,84,57,63,43,24,37,29,2102
1271,5,26,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,51,38,22,70,42,57,43,2102
1320,5,53,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,56,75,49,82,86,92,71,2102
1356,5,126,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,29,70,28,75,70,88,71,2102
1442,7,111,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,61,52,33,22,14,45,17,2102
1486,7,128,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,59,65,52,30,12,34,14,2102
1515,5,129,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,41,60,38,57,51,78,34,2102
1521,9,98,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,69,71,54,20,16,32,4,2102
2147,8,55,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,83,54,53,34,15,41,26,2102
2195,8,42,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,66,61,48,49,28,38,4,2102
2309,7,64,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,75,68,39,51,29,45,3,2102
19849,7,40,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,59,69,49,34,23,47,20,2102
20148,8,45,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,72,81,48,45,21,58,25,2102
20371,2,72,C,1,0,0,0,0,0,0,0,0,0,0,0,0,87,87,60,22,41,43,21,29,41,17,2102
20507,5,89,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,40,29,44,62,60,45,44,2102
20522,5,106,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,42,63,33,51,38,79,29,2102
20748,8,76,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,92,71,72,45,26,27,26,2102
20826,7,48,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,69,61,50,45,33,29,4,2102
21122,5,140,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,36,51,25,60,56,72,75,2102
21186,5,33,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,35,66,44,55,60,75,35,2102
21419,5,37,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,21,76,69,72,60,87,27,2102
21635,7,59,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,65,44,44,40,26,23,29,2102
21691,7,45,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,47,37,47,43,41,13,35,2102
22022,4,84,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,81,62,63,100,81,66,93,2102
22037,4,25,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,32,17,22,40,39,34,79,2102
22157,4,58,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,30,75,67,85,79,82,73,2102
22233,5,42,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,14,80,40,84,82,82,78,2102
22312,5,108,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,55,71,60,40,48,78,37,2102
22354,7,38,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,70,45,50,43,26,18,31,2102
22564,6,99,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,23,77,27,84,75,76,86,2102
23482,5,119,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,37,38,51,53,70,62,49,2102
23746,2,37,C,1,0,0,0,0,0,0,0,0,0,0,0,0,60,66,57,46,43,41,43,23,52,9,2102
23949,7,64,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66,64,41,39,19,32,21,2102
23973,6,150,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,39,78,43,98,71,82,77,2102
24101,5,48,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,15,83,48,70,64,86,70,2102
24125,4,44,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,39,79,51,78,73,83,65,2102
24867,9,88,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,72,58,51,43,22,17,4,2102
25302,9,31,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,64,85,57,36,21,57,24,2102
25508,2,95,C,1,0,0,0,0,0,0,0,0,0,0,0,0,91,91,55,10,33,47,20,41,30,8,2102
25519,8,88,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,85,28,58,47,30,28,4,2102
26001,6,55,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,48,86,49,81,52,87,59,2102
26002,7,37,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,52,57,41,29,23,32,4,2102
26028,2,127,C,1,0,0,0,0,0,0,0,0,0,0,0,0,83,84,59,10,36,32,10,25,37,1,2102
26099,2,130,C,1,0,0,0,0,0,0,0,0,0,0,0,0,101,101,61,1,34,6,10,29,31,6,2102
26117,7,56,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,60,40,44,12,6,36,11,2102
26131,8,87,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,82,67,66,46,30,31,37,2102
26145,5,141,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,21,86,56,74,78,86,49,2102
26211,9,78,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,65,72,40,43,26,46,32,2102
26375,9,66,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,72,50,44,45,23,10,5,2102
26398,2,50,C,1,0,0,0,0,0,0,0,0,0,0,0,0,76,76,60,12,47,21,29,25,46,5,2102
26477,5,92,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,30,68,32,48,50,81,40,2102
26549,2,98,C,1,0,0,0,0,0,0,0,0,0,0,0,0,78,79,88,5,65,11,22,22,64,8,2102
26563,5,77,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,12,73,54,77,76,78,32,2102
26597,4,54,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,24,55,51,98,78,61,78,2102
26826,8,63,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,72,58,49,55,41,28,46,2102
26827,8,150,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,83,62,50,38,16,37,23,2102
26828,2,111,C,1,0,0,0,0,0,0,0,0,0,0,0,0,82,93,56,2,25,29,23,21,33,5,2102
26908,9,70,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,63,70,51,20,9,37,7,2102
26919,8,121,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,89,50,51,45,33,9,32,2102
27030,8,115,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,69,57,39,23,14,44,11,2102
27335,6,152,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,16,71,63,97,79,91,71,2102
27351,5,151,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,27,84,59,59,68,95,42,2102
27462,7,149,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,60,52,43,16,9,33,9,2102
27522,4,106,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,53,53,40,88,63,56,77,2102
27968,7,35,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,78,44,44,28,14,24,3,2102
28549,7,81,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,65,44,42,40,28,7,4,2102
28610,9,49,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,43,75,48,23,15,64,7,2102
28751,6,39,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,19,53,65,91,65,67,74,2102
29641,4,65,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,29,40,36,62,50,55,59,2102
29875,9,62,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,60,54,26,9,11,37,8,2102
29898,7,36,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,66,31,47,54,38,10,40,2102
30183,4,58,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,45,69,42,85,60,67,58,2102
30398,9,76,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,66,47,54,55,33,23,39,2102
30435,4,39,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,21,89,49,86,81,96,75,2102
30475,7,52,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,58,76,45,49,33,31,3,2102
30499,6,96,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,36,81,51,94,100,97,100,2102
30515,7,115,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,62,54,49,30,18,24,17,2102
30565,8,32,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,95,72,66,49,33,42,45,2102
30670,8,114,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,81,79,67,44,23,38,26,2102
30971,8,152,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,85,70,61,53,35,39,5,2102
31194,8,38,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,70,57,50,44,22,27,26,2102
31197,8,54,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,77,24,54,25,9,22,8,2102
31249,4,38,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,15,12,18,51,50,18,66,2102
31314,9,153,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,66,54,62,21,19,40,14,2102
31512,8,127,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,76,45,51,17,13,27,16,2102
31914,8,135,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,80,44,51,32,26,10,3,2102
32111,8,150,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,84,77,62,64,49,23,47,2102
32183,6,140,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,23,90,47,101,82,95,72,2102
32287,4,58,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,37,34,53,62,70,61,75,2102
32307,6,85,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,29,63,48,58,30,80,31,2102
32334,7,36,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,60,43,50,51,28,15,30,2102
32339,5,50,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,42,76,38,81,62,84,68,2102
32368,2,38,C,1,0,0,0,0,0,0,0,0,0,0,0,0,65,66,55,10,26,10,22,17,24,7,2102
32405,5,149,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,57,72,43,73,59,77,69,2102
32486,6,151,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,45,67,43,85,72,73,75,2102
32580,9,128,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,67,54,41,55,35,32,40,2102
32583,7,93,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,71,55,56,53,36,34,41,2102
32635,5,92,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,60,75,48,59,67,91,31,2102
32880,9,32,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,70,70,43,25,18,29,4,2102
32882,5,22,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,49,69,57,65,48,76,28,2102
32956,8,134,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,81,52,48,51,34,23,4,2102
32970,7,32,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,49,50,74,18,19,18,5,2102
32971,4,67,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,59,60,28,74,63,65,63,2102
33066,8,87,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,97,59,88,29,25,33,24,2102
33134,2,121,C,1,0,0,0,0,0,0,0,0,0,0,0,0,65,75,67,36,59,23,16,25,57,6,2102
33236,6,101,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,56,71,50,89,73,78,73,2102
33319,8,55,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,72,77,68,38,25,31,3,2102
33349,6,93,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,77,81,83,100,101,96,100,2102
33357,4,93,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,17,85,59,73,101,74,80,2102
33382,6,24,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,68,96,41,78,66,82,66,2102
33421,5,118,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,32,94,39,70,80,84,57,2102
33539,4,84,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,60,59,57,86,87,80,74,2102
33703,4,152,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,40,10,43,55,67,39,59,2102
33722,9,47,RF,54,32,34,0,22,0,0,0,0,0,0,0,0,2,1,1,63,47,53,26,16,35,7,2102
33802,7,63,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,70,54,43,41,23,11,29,2102
33877,5,29,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,46,86,55,52,38,88,36,2102
33977,2,130,C,1,0,0,0,0,0,0,0,0,0,0,0,0,76,88,70,16,40,20,17,8,36,7,2102
34014,4,65,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,39,50,56,80,76,67,62,2102
34211,6,136,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,8,51,44,101,75,66,75,2102
34435,4,86,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,56,52,39,78,64,76,83,2102
34466,6,149,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,61,70,22,91,47,105,76,2102
34482,2,131,C,1,0,0,0,0,0,0,0,0,0,0,0,0,73,72,74,1,50,38,12,8,44,5,2102
34623,4,133,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,9,23,42,77,83,58,78,2102
34682,5,132,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,47,75,39,74,71,88,62,2102
34690,9,94,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,70,65,64,16,16,43,9,2102
34708,2,41,C,1,0,0,0,0,0,0,0,0,0,0,0,0,62,73,85,8,67,9,11,19,57,4,2102
34752,8,42,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,70,48,57,7,9,18,1,2102
34809,7,29,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,70,56,61,24,22,31,4,2102
34819,9,91,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,72,57,43,9,6,15,6,2102
34881,9,127,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,74,64,87,22,20,32,7,2102
34928,8,152,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,90,90,64,66,48,73,63,2102
34982,6,49,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,45,68,48,91,68,75,54,2102
35315,2,123,C,1,0,0,0,0,0,0,0,0,0,0,0,0,81,80,48,8,26,26,9,25,26,6,2102
35578,2,45,C,1,0,0,0,0,0,0,0,0,0,0,0,0,82,100,46,8,31,46,57,14,23,9,2102
35584,6,40,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,63,59,37,92,62,62,71,2102
35727,4,141,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,53,51,45,74,64,72,65,2102
35822,9,80,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,50,56,71,23,20,42,10,2102
35828,8,137,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,81,54,87,25,16,32,12,2102
35852,6,80,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,44,50,59,80,65,61,58,2102
35904,4,111,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,41,57,40,79,69,76,74,2102
35907,4,84,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,39,72,48,80,83,80,86,2102
36207,2,68,C,1,0,0,0,0,0,0,0,0,0,0,0,0,57,63,52,10,36,8,14,24,37,5,2102
36431,2,59,C,1,0,0,0,0,0,0,0,0,0,0,0,0,74,78,74,8,57,14,17,29,55,10,2102
36525,9,100,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,69,101,81,22,22,65,3,2102
36543,5,104,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,46,54,36,73,57,75,48,2102
36566,8,71,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,67,64,94,17,15,33,3,2102
36579,9,72,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,64,64,37,11,10,24,3,2102
36735,4,44,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,52,64,50,79,69,85,73,2102
36796,4,64,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,20,34,40,82,65,50,52,2102
36824,4,35,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,21,85,42,51,49,88,31,2102
36879,8,124,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,89,56,101,39,21,27,35,2102
37068,4,98,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,39,71,45,68,78,81,59,2102
37135,7,135,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,71,67,81,29,17,25,22,2102
37140,2,115,C,1,0,0,0,0,0,0,0,0,0,0,0,0,74,87,52,20,31,11,11,25,22,5,2102
37147,7,69,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,76,65,41,36,18,37,23,2102
37342,6,33,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,24,88,57,77,74,94,72,2102
37534,9,33,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,71,76,62,38,25,47,3,2102
37744,2,87,C,1,0,0,0,0,0,0,0,0,0,0,0,0,75,98,45,37,27,60,12,35,19,19,2102
37749,4,114,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,44,42,37,78,100,40,45,2102
37811,9,97,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,86,73,68,43,42,12,47,2102
38167,4,146,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,25,71,15,79,60,49,61,2102
38170,9,134,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,64,85,53,30,19,52,24,2102
38529,2,68,C,1,0,0,0,0,0,0,0,0,0,0,0,0,71,75,44,19,27,30,10,10,23,8,2102
38538,2,95,C,1,0,0,0,0,0,0,0,0,0,0,0,0,64,70,70,9,32,27,26,26,30,9,2102
38610,9,97,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,64,66,64,6,6,18,2,2102
38828,2,70,C,1,0,0,0,0,0,0,0,0,0,0,0,0,74,84,82,8,56,7,15,16,62,8,2102
38869,5,63,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,49,51,42,78,68,54,51,2102
38876,5,25,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,24,78,57,70,79,85,76,2102
38979,2,91,C,59,77,0,72,43,0,27,0,0,0,0,0,0,63,64,58,12,41,33,19,16,45,9,2102
39058,7,48,LF,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,68,57,63,20,18,43,9,2102
39100,6,109,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,37,65,45,87,80,79,71,2102
39162,4,59,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,34,82,29,63,77,73,58,2102
39192,8,100,CF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,72,62,55,50,32,20,40,2102
39405,9,117,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,69,54,56,40,29,8,28,2102
39416,9,20,RF,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,53,66,59,19,14,37,14,2102
